activity subject variable mean
walking 5 fBodyBodyGyroJerkMag.mean.. -0.548053574821429
walking 6 fBodyBodyGyroJerkMag.mean.. -0.366500534122807
walking 7 fBodyBodyGyroJerkMag.mean.. -0.155339855862632
walking 8 fBodyBodyGyroJerkMag.mean.. -0.473026230833333
walking 9 fBodyBodyGyroJerkMag.mean.. -0.602581618269231
walking 10 fBodyBodyGyroJerkMag.mean.. -0.515065335849057
walking 11 fBodyBodyGyroJerkMag.mean.. -0.751914457457627
walking 12 fBodyBodyGyroJerkMag.mean.. -0.5611764414
walking 13 fBodyBodyGyroJerkMag.mean.. -0.338527133789474
walking 14 fBodyBodyGyroJerkMag.mean.. -0.591036936101695
walking 15 fBodyBodyGyroJerkMag.mean.. -0.645075178148148
walking 16 fBodyBodyGyroJerkMag.mean.. -0.72068229
walking 17 fBodyBodyGyroJerkMag.mean.. -0.582711859672131
walking 18 fBodyBodyGyroJerkMag.mean.. -0.710596311071429
walking 19 fBodyBodyGyroJerkMag.mean.. -0.262442822846154
walking 20 fBodyBodyGyroJerkMag.mean.. -0.180365335498431
walking 21 fBodyBodyGyroJerkMag.mean.. -0.4995972025
walking 22 fBodyBodyGyroJerkMag.mean.. -0.553946121521739
walking 23 fBodyBodyGyroJerkMag.mean.. 0.146618569064407
walking 24 fBodyBodyGyroJerkMag.mean.. -0.571594392068966
walking 25 fBodyBodyGyroJerkMag.mean.. -0.770300895540541
walking 26 fBodyBodyGyroJerkMag.mean.. -0.619461036101695
walking 27 fBodyBodyGyroJerkMag.mean.. -0.623288199649123
walking 28 fBodyBodyGyroJerkMag.mean.. -0.595965103703704
walking 29 fBodyBodyGyroJerkMag.mean.. -0.628501115849057
walking 30 fBodyBodyGyroJerkMag.mean.. -0.547621753230769
walking_downstairs 1 fBodyBodyGyroJerkMag.mean.. -0.281963359177551
walking_downstairs 2 fBodyBodyGyroJerkMag.mean.. -0.380175306489362
walking_downstairs 3 fBodyBodyGyroJerkMag.mean.. -0.576277199387755
walking_downstairs 4 fBodyBodyGyroJerkMag.mean.. -0.621752455777778
walking_downstairs 5 fBodyBodyGyroJerkMag.mean.. -0.453697247021277
walking_downstairs 6 fBodyBodyGyroJerkMag.mean.. -0.132705384364583
walking_downstairs 7 fBodyBodyGyroJerkMag.mean.. -0.289096677191489
walking_downstairs 8 fBodyBodyGyroJerkMag.mean.. -0.125179586744737
walking_downstairs 9 fBodyBodyGyroJerkMag.mean.. -0.463172053809524
walking_downstairs 10 fBodyBodyGyroJerkMag.mean.. -0.484196484736842
walking_downstairs 11 fBodyBodyGyroJerkMag.mean.. -0.668340527608696
walking_downstairs 12 fBodyBodyGyroJerkMag.mean.. -0.458227490826087
walking_downstairs 13 fBodyBodyGyroJerkMag.mean.. -0.266399903210638
walking_downstairs 14 fBodyBodyGyroJerkMag.mean.. -0.254747132274667
walking_downstairs 15 fBodyBodyGyroJerkMag.mean.. -0.565396130714286
walking_downstairs 16 fBodyBodyGyroJerkMag.mean.. -0.58966315
walking_downstairs 17 fBodyBodyGyroJerkMag.mean.. -0.57734888
walking_downstairs 18 fBodyBodyGyroJerkMag.mean.. -0.744236045090909
walking_downstairs 19 fBodyBodyGyroJerkMag.mean.. -0.0229045295641026
walking_downstairs 20 fBodyBodyGyroJerkMag.mean.. -0.311668472555556
walking_downstairs 21 fBodyBodyGyroJerkMag.mean.. -0.490804948444444
walking_downstairs 22 fBodyBodyGyroJerkMag.mean.. -0.583510518055556
walking_downstairs 23 fBodyBodyGyroJerkMag.mean.. 0.0746754643666667
walking_downstairs 24 fBodyBodyGyroJerkMag.mean.. -0.474449925818182
walking_downstairs 25 fBodyBodyGyroJerkMag.mean.. -0.687034281206897
walking_downstairs 26 fBodyBodyGyroJerkMag.mean.. -0.4722007526
walking_downstairs 27 fBodyBodyGyroJerkMag.mean.. -0.46777776875
walking_downstairs 28 fBodyBodyGyroJerkMag.mean.. -0.396720714347826
walking_downstairs 29 fBodyBodyGyroJerkMag.mean.. -0.596578626041667
walking_downstairs 30 fBodyBodyGyroJerkMag.mean.. -0.617578814032258
walking_upstairs 1 fBodyBodyGyroJerkMag.mean.. -0.634665082075472
walking_upstairs 2 fBodyBodyGyroJerkMag.mean.. -0.60079849625
walking_upstairs 3 fBodyBodyGyroJerkMag.mean.. -0.716877778644068
walking_upstairs 4 fBodyBodyGyroJerkMag.mean.. -0.740749226346154
walking_upstairs 5 fBodyBodyGyroJerkMag.mean.. -0.571344138723404
walking_upstairs 6 fBodyBodyGyroJerkMag.mean.. -0.45923633377451
walking_upstairs 7 fBodyBodyGyroJerkMag.mean.. -0.673327281960784
walking_upstairs 8 fBodyBodyGyroJerkMag.mean.. -0.46327057804878
walking_upstairs 9 fBodyBodyGyroJerkMag.mean.. -0.734159449387755
walking_upstairs 10 fBodyBodyGyroJerkMag.mean.. -0.600582998297872
walking_upstairs 11 fBodyBodyGyroJerkMag.mean.. -0.795986113703704
walking_upstairs 12 fBodyBodyGyroJerkMag.mean.. -0.714332592115385
walking_upstairs 13 fBodyBodyGyroJerkMag.mean.. -0.656088544363636
walking_upstairs 14 fBodyBodyGyroJerkMag.mean.. -0.457250612407407
walking_upstairs 15 fBodyBodyGyroJerkMag.mean.. -0.731422357916667
walking_upstairs 16 fBodyBodyGyroJerkMag.mean.. -0.787833632352941
walking_upstairs 17 fBodyBodyGyroJerkMag.mean.. -0.669008763541667
walking_upstairs 18 fBodyBodyGyroJerkMag.mean.. -0.826193160862069
walking_upstairs 19 fBodyBodyGyroJerkMag.mean.. -0.4771839145
walking_upstairs 20 fBodyBodyGyroJerkMag.mean.. -0.450393446470588
walking_upstairs 21 fBodyBodyGyroJerkMag.mean.. -0.628915748723404
walking_upstairs 22 fBodyBodyGyroJerkMag.mean.. -0.667996003333333
walking_upstairs 23 fBodyBodyGyroJerkMag.mean.. -0.51871565
walking_upstairs 24 fBodyBodyGyroJerkMag.mean.. -0.64611467
walking_upstairs 25 fBodyBodyGyroJerkMag.mean.. -0.822403906
walking_upstairs 26 fBodyBodyGyroJerkMag.mean.. -0.673580662727273
walking_upstairs 27 fBodyBodyGyroJerkMag.mean.. -0.71917980372549
walking_upstairs 28 fBodyBodyGyroJerkMag.mean.. -0.662505819411765
walking_upstairs 29 fBodyBodyGyroJerkMag.mean.. -0.697454553061225
walking_upstairs 30 fBodyBodyGyroJerkMag.mean.. -0.773974451846154
laying 1 fBodyBodyGyroJerkMag.meanFreq.. 0.17648590708
laying 2 fBodyBodyGyroJerkMag.meanFreq.. 0.264801505395833
laying 3 fBodyBodyGyroJerkMag.meanFreq.. 0.110697704185484
laying 4 fBodyBodyGyroJerkMag.meanFreq.. 0.202949381537037
laying 5 fBodyBodyGyroJerkMag.meanFreq.. 0.0247367106615385
laying 6 fBodyBodyGyroJerkMag.meanFreq.. 0.16376531874386
laying 7 fBodyBodyGyroJerkMag.meanFreq.. 0.104422952923077
laying 8 fBodyBodyGyroJerkMag.meanFreq.. 0.219371246142593
laying 9 fBodyBodyGyroJerkMag.meanFreq.. -0.016201378678
laying 10 fBodyBodyGyroJerkMag.meanFreq.. 0.202624700274138
laying 11 fBodyBodyGyroJerkMag.meanFreq.. 0.256034976912281
laying 12 fBodyBodyGyroJerkMag.meanFreq.. 0.022700424095
laying 13 fBodyBodyGyroJerkMag.meanFreq.. 0.0544469963870968
laying 14 fBodyBodyGyroJerkMag.meanFreq.. 0.121643800647059
laying 15 fBodyBodyGyroJerkMag.meanFreq.. 0.0886671328836111
laying 16 fBodyBodyGyroJerkMag.meanFreq.. 0.090987582813
laying 17 fBodyBodyGyroJerkMag.meanFreq.. 0.242850862323944
laying 18 fBodyBodyGyroJerkMag.meanFreq.. 0.320132235323077
laying 19 fBodyBodyGyroJerkMag.meanFreq.. 0.0457006718048193
laying 20 fBodyBodyGyroJerkMag.meanFreq.. 0.199653647476471
laying 21 fBodyBodyGyroJerkMag.meanFreq.. 0.209995237416667
laying 22 fBodyBodyGyroJerkMag.meanFreq.. 0.112423708402778
laying 23 fBodyBodyGyroJerkMag.meanFreq.. 0.225885068995833
laying 24 fBodyBodyGyroJerkMag.meanFreq.. 0.261813945015278
laying 25 fBodyBodyGyroJerkMag.meanFreq.. 0.0859903395931507
laying 26 fBodyBodyGyroJerkMag.meanFreq.. 0.239935477563158
laying 27 fBodyBodyGyroJerkMag.meanFreq.. 0.348321453205405
laying 28 fBodyBodyGyroJerkMag.meanFreq.. 0.01188286097125
laying 29 fBodyBodyGyroJerkMag.meanFreq.. 0.426301679855072
laying 30 fBodyBodyGyroJerkMag.meanFreq.. 0.107252553754286
sitting 1 fBodyBodyGyroJerkMag.meanFreq.. 0.184775928085106
sitting 2 fBodyBodyGyroJerkMag.meanFreq.. 0.1947221493
sitting 3 fBodyBodyGyroJerkMag.meanFreq.. 0.0871902338923077
sitting 4 fBodyBodyGyroJerkMag.meanFreq.. 0.08593420296
sitting 5 fBodyBodyGyroJerkMag.meanFreq.. 0.08129013264
sitting 6 fBodyBodyGyroJerkMag.meanFreq.. 0.121846501998182
sitting 7 fBodyBodyGyroJerkMag.meanFreq.. 0.0553638918958333
sitting 8 fBodyBodyGyroJerkMag.meanFreq.. 0.166638747782609
sitting 9 fBodyBodyGyroJerkMag.meanFreq.. 0.031534866288
sitting 10 fBodyBodyGyroJerkMag.meanFreq.. 0.344008502777778
sitting 11 fBodyBodyGyroJerkMag.meanFreq.. 0.159345366839623
sitting 12 fBodyBodyGyroJerkMag.meanFreq.. 0.161268230154706
sitting 13 fBodyBodyGyroJerkMag.meanFreq.. 0.191102234
sitting 14 fBodyBodyGyroJerkMag.meanFreq.. 0.0740675933385185
sitting 15 fBodyBodyGyroJerkMag.meanFreq.. 0.208016817940678
sitting 16 fBodyBodyGyroJerkMag.meanFreq.. 0.232631765847826
sitting 17 fBodyBodyGyroJerkMag.meanFreq.. 0.3586823609625
sitting 18 fBodyBodyGyroJerkMag.meanFreq.. 0.329617466666667
sitting 19 fBodyBodyGyroJerkMag.meanFreq.. 0.0978646251164384
sitting 20 fBodyBodyGyroJerkMag.meanFreq.. 0.13363534380303
sitting 21 fBodyBodyGyroJerkMag.meanFreq.. 0.248299546952471
sitting 22 fBodyBodyGyroJerkMag.meanFreq.. 0.0911684162903226
sitting 23 fBodyBodyGyroJerkMag.meanFreq.. 0.0531832551514706
sitting 24 fBodyBodyGyroJerkMag.meanFreq.. 0.212296511463971
sitting 25 fBodyBodyGyroJerkMag.meanFreq.. 0.253370240815385
sitting 26 fBodyBodyGyroJerkMag.meanFreq.. 0.300529363615385
sitting 27 fBodyBodyGyroJerkMag.meanFreq.. 0.224975047905714
sitting 28 fBodyBodyGyroJerkMag.meanFreq.. 0.00249592740972222
sitting 29 fBodyBodyGyroJerkMag.meanFreq.. 0.3077908781325
sitting 30 fBodyBodyGyroJerkMag.meanFreq.. 0.216651118587097
standing 1 fBodyBodyGyroJerkMag.meanFreq.. 0.334498734301887
standing 2 fBodyBodyGyroJerkMag.meanFreq.. 0.160662823925926
standing 3 fBodyBodyGyroJerkMag.meanFreq.. -0.020630781795082
standing 4 fBodyBodyGyroJerkMag.meanFreq.. 0.0609850024464286
standing 5 fBodyBodyGyroJerkMag.meanFreq.. -0.0393135966410714
standing 6 fBodyBodyGyroJerkMag.meanFreq.. 0.0276252654912281
standing 7 fBodyBodyGyroJerkMag.meanFreq.. 0.0954707400377358
standing 8 fBodyBodyGyroJerkMag.meanFreq.. 0.179173689962963
standing 9 fBodyBodyGyroJerkMag.meanFreq.. 0.0243650848444444
standing 10 fBodyBodyGyroJerkMag.meanFreq.. 0.0133897488363636
standing 11 fBodyBodyGyroJerkMag.meanFreq.. 0.223297408893617
standing 12 fBodyBodyGyroJerkMag.meanFreq.. 0.0162815453606557
standing 13 fBodyBodyGyroJerkMag.meanFreq.. 0.175957474047544
standing 14 fBodyBodyGyroJerkMag.meanFreq.. 0.0125408702516667
standing 15 fBodyBodyGyroJerkMag.meanFreq.. 0.0570238664471698
standing 16 fBodyBodyGyroJerkMag.meanFreq.. 0.211078134223077
standing 17 fBodyBodyGyroJerkMag.meanFreq.. 0.314617814282051
standing 18 fBodyBodyGyroJerkMag.meanFreq.. 0.098540152739726
standing 19 fBodyBodyGyroJerkMag.meanFreq.. 0.0645676883
standing 20 fBodyBodyGyroJerkMag.meanFreq.. -0.133751440545753
standing 21 fBodyBodyGyroJerkMag.meanFreq.. 0.149979231510112
standing 22 fBodyBodyGyroJerkMag.meanFreq.. -0.182923596577778
standing 23 fBodyBodyGyroJerkMag.meanFreq.. 0.128376237985294
standing 24 fBodyBodyGyroJerkMag.meanFreq.. 0.144869050927536
standing 25 fBodyBodyGyroJerkMag.meanFreq.. 0.0811606181486487
standing 26 fBodyBodyGyroJerkMag.meanFreq.. 0.104516777617568
standing 27 fBodyBodyGyroJerkMag.meanFreq.. 0.21289531030875
standing 28 fBodyBodyGyroJerkMag.meanFreq.. -0.112442882634177
standing 29 fBodyBodyGyroJerkMag.meanFreq.. 0.219867066
standing 30 fBodyBodyGyroJerkMag.meanFreq.. -0.131720538194746
walking 1 fBodyBodyGyroJerkMag.meanFreq.. 0.190663448793684
walking 2 fBodyBodyGyroJerkMag.meanFreq.. 0.126344614439492
walking 3 fBodyBodyGyroJerkMag.meanFreq.. 0.0457622957586207
walking 4 fBodyBodyGyroJerkMag.meanFreq.. 0.26535537398
walking 5 fBodyBodyGyroJerkMag.meanFreq.. 0.0527330125375
walking 6 fBodyBodyGyroJerkMag.meanFreq.. 0.10092473178193
walking 7 fBodyBodyGyroJerkMag.meanFreq.. 0.000880340047368421
walking 8 fBodyBodyGyroJerkMag.meanFreq.. 0.294590006666667
walking 9 fBodyBodyGyroJerkMag.meanFreq.. 0.243222181771154
walking 10 fBodyBodyGyroJerkMag.meanFreq.. -0.000234019224528301
walking 11 fBodyBodyGyroJerkMag.meanFreq.. 0.0563648369084746
walking 12 fBodyBodyGyroJerkMag.meanFreq.. 0.0777777588444
walking 13 fBodyBodyGyroJerkMag.meanFreq.. 0.229037956496491
walking 14 fBodyBodyGyroJerkMag.meanFreq.. 0.200917234084746
walking 15 fBodyBodyGyroJerkMag.meanFreq.. 0.00706010794259259
walking 16 fBodyBodyGyroJerkMag.meanFreq.. 0.1076755658
walking 17 fBodyBodyGyroJerkMag.meanFreq.. 0.152044228696721
walking 18 fBodyBodyGyroJerkMag.meanFreq.. 0.269967615048214
walking 19 fBodyBodyGyroJerkMag.meanFreq.. 0.250382686807692
walking 20 fBodyBodyGyroJerkMag.meanFreq.. 0.0212252251039216
walking 21 fBodyBodyGyroJerkMag.meanFreq.. 0.207788240815385
walking 22 fBodyBodyGyroJerkMag.meanFreq.. 0.279574103891304
walking 23 fBodyBodyGyroJerkMag.meanFreq.. 0.176693448469492
walking 24 fBodyBodyGyroJerkMag.meanFreq.. 0.209200417647241
walking 25 fBodyBodyGyroJerkMag.meanFreq.. -0.00363397452945946
walking 26 fBodyBodyGyroJerkMag.meanFreq.. 0.194215469318644
walking 27 fBodyBodyGyroJerkMag.meanFreq.. 0.085975680254386
walking 28 fBodyBodyGyroJerkMag.meanFreq.. -0.07608392765
walking 29 fBodyBodyGyroJerkMag.meanFreq.. 0.0796848521886792
walking 30 fBodyBodyGyroJerkMag.meanFreq.. 0.102346297253846
walking_downstairs 1 fBodyBodyGyroJerkMag.meanFreq.. 0.190000706165102
walking_downstairs 2 fBodyBodyGyroJerkMag.meanFreq.. -0.0512479640553192
walking_downstairs 3 fBodyBodyGyroJerkMag.meanFreq.. 0.0654444360816327
walking_downstairs 4 fBodyBodyGyroJerkMag.meanFreq.. 0.144436925733333
walking_downstairs 5 fBodyBodyGyroJerkMag.meanFreq.. 0.0723815085255319
walking_downstairs 6 fBodyBodyGyroJerkMag.meanFreq.. 0.0369462966260417
walking_downstairs 7 fBodyBodyGyroJerkMag.meanFreq.. 0.0819463659585106
walking_downstairs 8 fBodyBodyGyroJerkMag.meanFreq.. 0.242843618736842
walking_downstairs 9 fBodyBodyGyroJerkMag.meanFreq.. 0.132021014566667
walking_downstairs 10 fBodyBodyGyroJerkMag.meanFreq.. 0.178773116957895
walking_downstairs 11 fBodyBodyGyroJerkMag.meanFreq.. -0.00942507352173913
walking_downstairs 12 fBodyBodyGyroJerkMag.meanFreq.. 0.0658769890173913
walking_downstairs 13 fBodyBodyGyroJerkMag.meanFreq.. 0.207435719
walking_downstairs 14 fBodyBodyGyroJerkMag.meanFreq.. 0.05293374262
walking_downstairs 15 fBodyBodyGyroJerkMag.meanFreq.. 0.0564155791166667
walking_downstairs 16 fBodyBodyGyroJerkMag.meanFreq.. 0.102927876712766
walking_downstairs 17 fBodyBodyGyroJerkMag.meanFreq.. 0.163045288093478
walking_downstairs 18 fBodyBodyGyroJerkMag.meanFreq.. 0.0717609181272727
walking_downstairs 19 fBodyBodyGyroJerkMag.meanFreq.. 0.185185491589744
walking_downstairs 20 fBodyBodyGyroJerkMag.meanFreq.. -0.0429685325555556
walking_downstairs 21 fBodyBodyGyroJerkMag.meanFreq.. 0.221357994106667
walking_downstairs 22 fBodyBodyGyroJerkMag.meanFreq.. 0.339656340833333
walking_downstairs 23 fBodyBodyGyroJerkMag.meanFreq.. 0.221849483707407
walking_downstairs 24 fBodyBodyGyroJerkMag.meanFreq.. 0.0997292208543636
walking_downstairs 25 fBodyBodyGyroJerkMag.meanFreq.. -0.101278802667241
walking_downstairs 26 fBodyBodyGyroJerkMag.meanFreq.. -0.00434100877638
walking_downstairs 27 fBodyBodyGyroJerkMag.meanFreq.. 0.084123192215
walking_downstairs 28 fBodyBodyGyroJerkMag.meanFreq.. 0.131260126216957
walking_downstairs 29 fBodyBodyGyroJerkMag.meanFreq.. 0.0844737247270833
walking_downstairs 30 fBodyBodyGyroJerkMag.meanFreq.. 0.0227158393209677
walking_upstairs 1 fBodyBodyGyroJerkMag.meanFreq.. 0.114277342454717
walking_upstairs 2 fBodyBodyGyroJerkMag.meanFreq.. 0.0467433991041667
walking_upstairs 3 fBodyBodyGyroJerkMag.meanFreq.. 0.0753843584661017
walking_upstairs 4 fBodyBodyGyroJerkMag.meanFreq.. 0.179517012258654
walking_upstairs 5 fBodyBodyGyroJerkMag.meanFreq.. 0.00578631120914894
walking_upstairs 6 fBodyBodyGyroJerkMag.meanFreq.. 0.0285053836466667
walking_upstairs 7 fBodyBodyGyroJerkMag.meanFreq.. 0.047334927254902
walking_upstairs 8 fBodyBodyGyroJerkMag.meanFreq.. 0.251663318243902
walking_upstairs 9 fBodyBodyGyroJerkMag.meanFreq.. 0.136001150144898
walking_upstairs 10 fBodyBodyGyroJerkMag.meanFreq.. 0.158591030929787
walking_upstairs 11 fBodyBodyGyroJerkMag.meanFreq.. 0.0153270269092593
walking_upstairs 12 fBodyBodyGyroJerkMag.meanFreq.. 0.0978624347986538
walking_upstairs 13 fBodyBodyGyroJerkMag.meanFreq.. 0.107301253870909
walking_upstairs 14 fBodyBodyGyroJerkMag.meanFreq.. 0.076347168
walking_upstairs 15 fBodyBodyGyroJerkMag.meanFreq.. 0.144010749210625
walking_upstairs 16 fBodyBodyGyroJerkMag.meanFreq.. 0.13453789232549
walking_upstairs 17 fBodyBodyGyroJerkMag.meanFreq.. 0.0865541719604167
walking_upstairs 18 fBodyBodyGyroJerkMag.meanFreq.. 0.0772586583160345
walking_upstairs 19 fBodyBodyGyroJerkMag.meanFreq.. 0.260346441375
walking_upstairs 20 fBodyBodyGyroJerkMag.meanFreq.. 0.119029196719608
walking_upstairs 21 fBodyBodyGyroJerkMag.meanFreq.. 0.20815593406383
walking_upstairs 22 fBodyBodyGyroJerkMag.meanFreq.. 0.263527183357143
walking_upstairs 23 fBodyBodyGyroJerkMag.meanFreq.. 0.233770059509804
walking_upstairs 24 fBodyBodyGyroJerkMag.meanFreq.. 0.0122259033220339
walking_upstairs 25 fBodyBodyGyroJerkMag.meanFreq.. -0.0511617273270769
walking_upstairs 26 fBodyBodyGyroJerkMag.meanFreq.. -0.0512559511836364
walking_upstairs 27 fBodyBodyGyroJerkMag.meanFreq.. 0.184859987184314
walking_upstairs 28 fBodyBodyGyroJerkMag.meanFreq.. 0.0991311624941176
walking_upstairs 29 fBodyBodyGyroJerkMag.meanFreq.. 0.0535852933469388
walking_upstairs 30 fBodyBodyGyroJerkMag.meanFreq.. -0.0714398678692308
laying 1 tBodyAcc.std...X -0.9280564692
laying 2 tBodyAcc.std...X -0.974059464791667
laying 3 tBodyAcc.std...X -0.982776639193548
laying 4 tBodyAcc.std...X -0.954193738888889
laying 5 tBodyAcc.std...X -0.965934509615385
laying 6 tBodyAcc.std...X -0.934049422052632
laying 7 tBodyAcc.std...X -0.93651361
laying 8 tBodyAcc.std...X -0.94304121537037
laying 9 tBodyAcc.std...X -0.94233309
laying 10 tBodyAcc.std...X -0.968283685
laying 11 tBodyAcc.std...X -0.98477733
laying 12 tBodyAcc.std...X -0.95531868
laying 13 tBodyAcc.std...X -0.968891989354839
laying 14 tBodyAcc.std...X -0.917501887333333
laying 15 tBodyAcc.std...X -0.972255551527778
laying 16 tBodyAcc.std...X -0.973691429428571
laying 17 tBodyAcc.std...X -0.972960567323944
laying 18 tBodyAcc.std...X -0.984527649230769
laying 19 tBodyAcc.std...X -0.965019579518072
laying 20 tBodyAcc.std...X -0.962249114705882
laying 21 tBodyAcc.std...X -0.955019866222222
laying 22 tBodyAcc.std...X -0.947735251944444
laying 23 tBodyAcc.std...X -0.956756363194444
laying 24 tBodyAcc.std...X -0.967984021111111
laying 25 tBodyAcc.std...X -0.909116474109589
laying 26 tBodyAcc.std...X -0.969445445263158
laying 27 tBodyAcc.std...X -0.978455153108108
laying 28 tBodyAcc.std...X -0.9688882955
laying 29 tBodyAcc.std...X -0.984219555507246
laying 30 tBodyAcc.std...X -0.976362515428571
sitting 1 tBodyAcc.std...X -0.977229008297872
sitting 2 tBodyAcc.std...X -0.986822279565217
sitting 3 tBodyAcc.std...X -0.971010120961538
sitting 4 tBodyAcc.std...X -0.980309931
sitting 5 tBodyAcc.std...X -0.980945022045455
sitting 6 tBodyAcc.std...X -0.980164933636364
sitting 7 tBodyAcc.std...X -0.972668374583333
sitting 8 tBodyAcc.std...X -0.979026152391304
sitting 9 tBodyAcc.std...X -0.9572277914
sitting 10 tBodyAcc.std...X -0.982901825925926
sitting 11 tBodyAcc.std...X -0.982796562075472
sitting 12 tBodyAcc.std...X -0.982568781960784
sitting 13 tBodyAcc.std...X -0.989546275306122
sitting 14 tBodyAcc.std...X -0.976302248148148
sitting 15 tBodyAcc.std...X -0.987084356101695
sitting 16 tBodyAcc.std...X -0.986825605362319
sitting 17 tBodyAcc.std...X -0.9944439053125
sitting 18 tBodyAcc.std...X -0.994347988596491
sitting 19 tBodyAcc.std...X -0.976357663013699
sitting 20 tBodyAcc.std...X -0.983081858939394
sitting 21 tBodyAcc.std...X -0.991777287176471
sitting 22 tBodyAcc.std...X -0.978466823709677
sitting 23 tBodyAcc.std...X -0.987607636617647
sitting 24 tBodyAcc.std...X -0.990593766617647
sitting 25 tBodyAcc.std...X -0.991892828615385
sitting 26 tBodyAcc.std...X -0.979768987948718
sitting 27 tBodyAcc.std...X -0.988580107714286
sitting 28 tBodyAcc.std...X -0.983272806805556
sitting 29 tBodyAcc.std...X -0.9907450195
sitting 30 tBodyAcc.std...X -0.983622744193548
standing 1 tBodyAcc.std...X -0.995759901509434
standing 2 tBodyAcc.std...X -0.987271889259259
standing 3 tBodyAcc.std...X -0.96674254295082
standing 4 tBodyAcc.std...X -0.97692058
standing 5 tBodyAcc.std...X -0.968591815714286
standing 6 tBodyAcc.std...X -0.981758159649123
standing 7 tBodyAcc.std...X -0.979307570377358
standing 8 tBodyAcc.std...X -0.988815418148148
standing 9 tBodyAcc.std...X -0.975741252444444
standing 10 tBodyAcc.std...X -0.978403481818182
standing 11 tBodyAcc.std...X -0.994978878723404
standing 12 tBodyAcc.std...X -0.981243992459016
standing 13 tBodyAcc.std...X -0.991020759298246
standing 14 tBodyAcc.std...X -0.973268905
standing 15 tBodyAcc.std...X -0.988949247358491
standing 16 tBodyAcc.std...X -0.989076811794872
standing 17 tBodyAcc.std...X -0.991163919871795
standing 18 tBodyAcc.std...X -0.992019762739726
standing 19 tBodyAcc.std...X -0.989910996849315
standing 20 tBodyAcc.std...X -0.967209961232877
standing 21 tBodyAcc.std...X -0.981419961123596
standing 22 tBodyAcc.std...X -0.985000527142857
standing 23 tBodyAcc.std...X -0.985421519558824
standing 24 tBodyAcc.std...X -0.98725587115942
standing 25 tBodyAcc.std...X -0.991970126756757
standing 26 tBodyAcc.std...X -0.993069368783784
standing 27 tBodyAcc.std...X -0.9919515835
standing 28 tBodyAcc.std...X -0.977748638607595
standing 29 tBodyAcc.std...X -0.996068635384615
standing 30 tBodyAcc.std...X -0.977559426949153
walking 1 tBodyAcc.std...X -0.283740258842105
walking 2 tBodyAcc.std...X -0.423642838474576
walking 3 tBodyAcc.std...X -0.360356726034483
